;BUS_ID;BUS_NAME;Gen_Type;Latitude;Longitude;U_FED;REG
7340;27615.0;CPK-2Y-SP138;;-22.505;-48.545;SP;Sudeste-Centro-Oeste
7341;27616.0;JBS-2Y-SP138;;-20.74611111;-51.66166667;SP;Sudeste-Centro-Oeste
7342;27617.0;SIB-2Y-SP138;;-23.19972222;-45.88333333;SP;Sudeste-Centro-Oeste
7343;27618.0;SAB-2Y-SP088;;-23.19972222;-45.88333333;SP;Sudeste-Centro-Oeste
7344;27620.0;VO3-2Y-SP138;;-20.74611111;-51.66166667;SP;Sudeste-Centro-Oeste
7345;27625.0;LE2-2Y-SP138;;-22.505;-48.545;SP;Sudeste-Centro-Oeste
7346;27626.0;AJ2-2Y-SP138;;-23.19972222;-45.88333333;SP;Sudeste-Centro-Oeste
7347;27627.0;VLL-2Y-SP138;;-22.505;-48.545;SP;Sudeste-Centro-Oeste
7348;27632.0;3L2-2Y-SP138;;-20.74611111;-51.66166667;SP;Sudeste-Centro-Oeste
7349;27639.0;FRC_2Y-SP138;;-20.74611111;-51.66166667;SP;Sudeste-Centro-Oeste
7350;27640.0;CST_2Y-SP138;;-20.74611111;-51.66166667;SP;Sudeste-Centro-Oeste
7351;27641.0;EOE_Y2-SP138;;-20.74611111;-51.66166667;SP;Sudeste-Centro-Oeste
7352;27644.0;ZAR_2Y-SP138;;-23.19972222;-45.88333333;SP;Sudeste-Centro-Oeste
7353;27645.0;INC_2Y-SP138;;-22.505;-48.545;SP;Sudeste-Centro-Oeste
7354;27647.0;RRO_2Y-SP138;;-22.505;-48.545;SP;Sudeste-Centro-Oeste
7355;27686.0;GRP2Y2-SP138;;-20.74611111;-51.66166667;SP;Sudeste-Centro-Oeste
7356;27687.0;AM7-Y2-SP138;;-23.19972222;-45.88333333;SP;Sudeste-Centro-Oeste
7357;27744.0;P02-2Y-SP138;;-23.099722;-49.593056;SP;Sudeste-Centro-Oeste
7358;27800.0;JB2-Y1-SP138;;-20.74611111;-51.66166667;SP;Sudeste-Centro-Oeste
7359;29127.0;EML-2Y-MS138;;-20.74611111;-51.66166667;MS;Sudeste-Centro-Oeste
7360;29518.0;MCI-2Y-SP088;;-23.099722;-49.593056;SP;Sudeste-Centro-Oeste
7361;41001.0;CAXI-1-RS013;;-29.2772135;-51.2009835;RS;Sul
7362;41002.0;CAXI-2-RS013;;-29.2772135;-51.2009835;RS;Sul
7363;41003.0;GRAV-1-RS013;;-29.884722;-51.061389;RS;Sul
7364;41006.0;SAN-2--RS013;;-28.2775;-54.325278;RS;Sul
7365;41007.0;SAN-3--RS013;;-28.2775;-54.325278;RS;Sul
7366;41008.0;ALE2-1-RS013;;-29.77722222;-55.72277778;RS;Sul
7367;41009.0;ALE2-2-RS013;;-29.77722222;-55.72277778;RS;Sul
7368;41010.0;ATL2-1-RS013;;-29.78241;-50.054626;RS;Sul
7369;41011.0;ATL2-3-RS013;;-29.78241;-50.054626;RS;Sul
7370;41012.0;ATL2-2-RS013;;-29.78241;-50.054626;RS;Sul
7371;41013.0;BAG2-5-RS013;;-31.28805556;-54.07083333;RS;Sul
7372;41014.0;BAG2-1-RS013;;-31.28805556;-54.07083333;RS;Sul
7373;41015.0;BAG2-2-RS013;;-31.28805556;-54.07083333;RS;Sul
7374;41016.0;CAM--1-RS013;;-30.809483;-51.808638;RS;Sul
7375;41017.0;CAM--2-RS013;;-30.809483;-51.808638;RS;Sul
7376;41018.0;CAM-1--RS013;;-30.8275;-51.81611111;RS;Sul
7377;41019.0;CAM-5--RS013;;-30.8275;-51.81611111;RS;Sul
7378;41020.0;CAN--1-RS013;;-31.568144;-53.691472;RS;Sul
7379;41021.0;CAN--2-RS013;;-29.94722222;-51.19083333;RS;Sul
7380;41022.0;CAX2-1-RS013;;-29.14138889;-51.1575;RS;Sul
7381;41023.0;CAX5-2-RS013;;-29.1325;-51.19166667;RS;Sul
7382;41024.0;CAX5-3-RS013;;-29.1325;-51.19166667;RS;Sul
7383;41025.0;CAX5-1-RS013;;-29.1325;-51.19166667;RS;Sul
7384;41026.0;CAX6-1-RS013;;-29.165833;-51.122778;RS;Sul
7385;41027.0;CAX6-2-RS013;;-29.165833;-51.122778;RS;Sul
7386;41030.0;CAXI-3-RS013;;-29.2772135;-51.2009835;RS;Sul
7387;41031.0;CBO--6-RS013;;-29.69305556;-51.06472222;RS;Sul
7388;41032.0;CBO--7-RS013;;-29.69305556;-51.06472222;RS;Sul
7389;41033.0;CBO-1--RS013;;-29.69305556;-51.06472222;RS;Sul
7390;41034.0;CBO-2--RS013;;-29.69305556;-51.06472222;RS;Sul
7391;41035.0;CBO-3--RS013;;-29.69305556;-51.06472222;RS;Sul
7392;41036.0;CCHA-1-RS013;;-30.814751;-55.705452;RS;Sul
7393;41037.0;CCHA-2-RS013;;-30.814751;-55.705452;RS;Sul
7394;41038.0;CCHA-3-RS013;;-30.814751;-55.705452;RS;Sul
7395;41039.0;CCHA-4-RS013;;-30.814751;-55.705452;RS;Sul
7396;41040.0;CCHA-5-RS013;;-30.814751;-55.705452;RS;Sul
7397;41041.0;CCHA-6-RS013;;-30.814751;-55.705452;RS;Sul
7398;41042.0;CCHA-7-RS013;;-30.814751;-55.705452;RS;Sul
7399;41043.0;CHA--6-RS013;;-29.95194444;-51.62111111;RS;Sul
7400;41044.0;CHA--5-RS013;;-29.95194444;-51.62111111;RS;Sul
7401;41046.0;CIAG-A-RS023;;-29.86916667;-51.38805556;RS;Sul
7402;41047.0;CIAG-B-RS023;;-29.86916667;-51.38805556;RS;Sul
7403;41048.0;CIAG-1-RS013;;-29.86916667;-51.38805556;RS;Sul
7404;41049.0;CIAG-2-RS013;;-29.86916667;-51.38805556;RS;Sul
7405;41050.0;CPAL-1-RS013;;-29.89138889;-51.17777778;RS;Sul
7406;41051.0;CPAL-2-RS013;;-29.89138889;-51.17777778;RS;Sul
7407;41052.0;CPAL-1-RS013;;-29.89138889;-51.17777778;RS;Sul
7408;41053.0;CPAL-2-RS013;;-29.89138889;-51.17777778;RS;Sul
7409;41054.0;CAN-1--RS013;;-29.94722222;-51.19083333;RS;Sul
7410;41055.0;CAST-1-RS013;;-29.86916667;-51.38805556;RS;Sul
7411;41056.0;CTTTR1-RS013;;-29.86916667;-51.38805556;RS;Sul
7412;41057.0;ELD--1-RS013;;-30.01416667;-51.31722222;RS;Sul
7413;41058.0;FAR--2-RS013;;-29.21861111;-51.32388889;RS;Sul
7414;41059.0;FAR-1--RS013;;-29.21861111;-51.32388889;RS;Sul
7415;41060.0;FCHA-1-RS013;;-27.14;-53.052778;RS;Sul
7416;41061.0;FCHA-2-RS013;;-27.14;-53.052778;RS;Sul
7417;41062.0;FCHA-3-RS013;;-27.14;-53.052778;RS;Sul
7418;41063.0;FIBRA--RS013;;-29.86916667;-51.38805556;RS;Sul
7419;41064.0;FIBR-2-RS013;;-29.86916667;-51.38805556;RS;Sul
7420;41065.0;FIBR-1-RS013;;-29.86916667;-51.38805556;RS;Sul
7421;41066.0;GARI-1-RS013;;-29.23722222;-51.51194444;RS;Sul
7422;41067.0;GAR1-2-RS013;;-29.23722222;-51.51194444;RS;Sul
7423;41068.0;GRA2-2-RS013;;-29.885278;-51.06416667;RS;Sul
7424;41069.0;GRA2-2-RS013;;-29.885278;-51.06416667;RS;Sul
7425;41070.0;GRA2-3-RS013;;-29.885278;-51.06416667;RS;Sul
7426;41071.0;GRA3-1-RS013;;-29.894444;-50.983333;RS;Sul
7427;41073.0;GRAV-2-RS013;;-29.884722;-51.061389;RS;Sul
7428;41074.0;GRAV-3-RS013;;-29.884722;-51.061389;RS;Sul
7429;41075.0;GUAI-1-RS013;;-30.129893;-51.381737;RS;Sul
7430;41076.0;GUAI-2-RS013;;-30.129893;-51.381737;RS;Sul
7431;41077.0;GUAI-3-RS013;;-30.129893;-51.381737;RS;Sul
7432;41078.0;GUA--1-RS013;;-27.61194444;-53.56944444;RS;Sul
7433;41079.0;GUA--2-RS013;;-27.61194444;-53.56944444;RS;Sul
7434;41080.0;GUAR-7-RS013;;-27.61194444;-53.56944444;RS;Sul
7435;41081.0;IJUI-1-RS013;;-28.3637;-53.9041;RS;Sul
7436;41082.0;IJUI-2-RS013;;-28.3637;-53.9041;RS;Sul
7437;41083.0;LAJ2-1-RS013;;-29.465564;-51.984503;RS;Sul
7438;41084.0;LAJ2-2-RS013;;-29.465564;-51.984503;RS;Sul
7439;41085.0;LAJ2-3-RS013;;-29.465564;-51.984503;RS;Sul
7440;41086.0;LGRA-1-RS013;;-28.9908;-50.5568;RS;Sul
7441;41087.0;LGRA-2-RS013;;-28.9908;-50.5568;RS;Sul
7442;41088.0;LIV2-1-RS013;;-32.07527778;-52.26722222;RS;Sul
7443;41089.0;LVER-1-RS013;;-28.18611111;-51.525;RS;Sul
7444;41091.0;MACA-7-RS013;;-29.14972222;-56.06472222;RS;Sul
7445;41092.0;MACA-9-RS013;;-29.14972222;-56.06472222;RS;Sul
7446;41094.0;MACA-1-RS013;;-29.14972222;-56.06472222;RS;Sul
7447;41095.0;MISS-1-RS013;;-28.38833333;-54.9325;RS;Sul
7448;41096.0;MISS-2-RS013;;-28.38833333;-54.9325;RS;Sul
7449;41097.0;MISS-3-RS013;;-28.38833333;-54.9325;RS;Sul
7450;41098.0;NPET-1-RS013;;-29.351783;-51.003353;RS;Sul
7451;41099.0;NPR2-1-RS013;;-28.80527778;-51.61222222;RS;Sul
7452;41100.0;NPR2-2-RS013;;-28.80527778;-51.61222222;RS;Sul
7453;41101.0;NPR2-7-RS013;;-28.80527778;-51.61222222;RS;Sul
7454;41102.0;NSRA-1-RS013;;-29.8233;-51.3352;RS;Sul
7455;41103.0;NSRA-2-RS013;;-29.8233;-51.3352;RS;Sul
7456;41104.0;NSRA-3-RS013;;-29.8233;-51.3352;RS;Sul
7457;41105.0;NSRA-4-RS013;;-29.8233;-51.3352;RS;Sul
7458;41106.0;OSO2-1-RS013;;-29.895;-50.31388889;RS;Sul
7459;41107.0;OSO2-2-RS013;;-29.895;-50.31388889;RS;Sul
7460;41108.0;OSO2-5-RS013;;-29.895;-50.31388889;RS;Sul
7461;41109.0;PA10-1-RS013;;-30.04583333;-51.19611111;RS;Sul
7462;41110.0;PA10-2-RS013;;-30.04583333;-51.19611111;RS;Sul
7463;41111.0;PA13-1-RS013;;-30.09472222;-51.22527778;RS;Sul
7464;41112.0;PA10-3-RS013;;-30.04583333;-51.19611111;RS;Sul
7465;41113.0;PA10-5-RS013;;-30.04583333;-51.19611111;RS;Sul
7466;41114.0;PAL4-A-RS013;;-30.0469;-51.2281;RS;Sul
7467;41115.0;PAL4-B-RS013;;-30.0469;-51.2281;RS;Sul
7468;41116.0;PAL4-C-RS013;;-30.0469;-51.2281;RS;Sul
7469;41117.0;PAL4-D-RS013;;-30.0469;-51.2281;RS;Sul
7470;41118.0;PAL4-E-RS013;;-30.0469;-51.2281;RS;Sul
7471;41119.0;PAL6-1-RS013;;-30.06333333;-51.14305556;RS;Sul
7472;41120.0;PAL6-2-RS013;;-30.06333333;-51.14305556;RS;Sul
7473;41121.0;PAL6-6-RS013;;-30.06333333;-51.14305556;RS;Sul
7474;41122.0;PAL8-3-RS013;;-30.00833333;-51.14055556;RS;Sul
7475;41123.0;PAL8-1-RS013;;-30.00833333;-51.14055556;RS;Sul
7476;41124.0;PAL8-2-RS013;;-30.00833333;-51.14055556;RS;Sul
7477;41125.0;PAL9-2-RS013;;-29.97111111;-51.19583333;RS;Sul
7478;41126.0;PAL9-5-RS013;;-29.97111111;-51.19583333;RS;Sul
7479;41127.0;PAL9-1-RS013;;-29.97111111;-51.19583333;RS;Sul
7480;41128.0;PA13-2-RS013;;-30.09472222;-51.22527778;RS;Sul
7481;41129.0;PELO-1-RS013;;-31.72694444;-52.40694444;RS;Sul
7482;41130.0;PELO-2-RS013;;-31.72694444;-52.40694444;RS;Sul
7483;41131.0;PELO-3-RS013;;-31.72694444;-52.40694444;RS;Sul
7484;41132.0;PFUN-3-RS013;;-27.483056;-52.718056;RS;Sul
7485;41133.0;PFUN-5-RS013;;-27.483056;-52.718056;RS;Sul
7486;41136.0;PNOV-1-RS013;;-31.929534;-52.341042;RS;Sul
7487;41137.0;PNOV-2-RS013;;-31.929534;-52.341042;RS;Sul
7488;41138.0;PPET-1-RS013;;-29.86916667;-51.38805556;RS;Sul
7489;41139.0;PPET-2-RS013;;-29.86916667;-51.38805556;RS;Sul
7490;41140.0;PPET-3-RS013;;-29.86916667;-51.38805556;RS;Sul
7491;41141.0;PPET-4-RS013;;-29.86916667;-51.38805556;RS;Sul
7492;41142.0;PPET-7-RS013;;-29.86916667;-51.38805556;RS;Sul
7493;41143.0;PPET-8-RS013;;-29.86916667;-51.38805556;RS;Sul
7494;41144.0;PPETRB-RS034;;-29.86916667;-51.38805556;RS;Sul
7495;41145.0;PPETRC-RS034;;-29.86916667;-51.38805556;RS;Sul
7496;41146.0;PPETRD-RS034;;-29.86916667;-51.38805556;RS;Sul
7497;41147.0;QUIN-1-RS013;;-32.07527778;-52.26722222;RS;Sul
7498;41148.0;QUIN-D-RS013;;-32.07527778;-52.26722222;RS;Sul
7499;41149.0;QUIN-5-RS013;;-32.07527778;-52.26722222;RS;Sul
7500;41150.0;QUIN-3-RS013;;-32.07527778;-52.26722222;RS;Sul
7501;41151.0;QUIN-2-RS013;;-32.07527778;-52.26722222;RS;Sul
7502;41153.0;SANG-1-RS013;;-28.30333333;-54.28555556;RS;Sul
7503;41154.0;SANG-2-RS013;;-28.30333333;-54.28555556;RS;Sul
7504;41155.0;SAN--1-RS013;;-28.2775;-54.325278;RS;Sul
7505;41156.0;SBOR-1-RS013;;-28.68888889;-55.99583333;RS;Sul
7506;41157.0;SBOR-6-RS013;;-28.68888889;-55.99583333;RS;Sul
7507;41159.0;SCHA-1-RS013;;-29.719722;-51.151667;RS;Sul
7508;41160.0;SCHA-2-RS013;;-29.719722;-51.151667;RS;Sul
7509;41161.0;SCHA-3-RS013;;-29.719722;-51.151667;RS;Sul
7510;41164.0;SCRZ-1-RS013;;-29.7125;-52.54722222;RS;Sul
7511;41165.0;SCRZ-2-RS013;;-29.7125;-52.54722222;RS;Sul
7512;41166.0;SCR1-6-RS013;;-29.7125;-52.54722222;RS;Sul
7513;41167.0;SCR1-7-RS013;;-29.7125;-52.54722222;RS;Sul
7514;41168.0;SCRZ-5-RS013;;-29.7125;-52.54722222;RS;Sul
7515;41169.0;SID--1-RS013;;-29.86916667;-51.38805556;RS;Sul
7516;41170.0;SIDERB-RS013;;-29.86916667;-51.38805556;RS;Sul
7517;41171.0;SIDE-1-RS013;;-29.86916667;-51.38805556;RS;Sul
7518;41172.0;SMA3-1-RS013;;-29.68111111;-53.87583333;RS;Sul
7519;41173.0;SMA3-2-RS013;;-29.68111111;-53.87583333;RS;Sul
7520;41174.0;SMAR-1-RS013;;-29.68111111;-53.87583333;RS;Sul
7521;41175.0;SMAR-2-RS013;;-29.68111111;-53.87583333;RS;Sul
7522;41176.0;SMA3-5-RS013;;-29.68111111;-53.87583333;RS;Sul
7523;41177.0;SMA-11-RS013;;-28.28333333;-52.42861111;RS;Sul
7524;41178.0;SMAR-1-RS013;;-28.28333333;-52.42861111;RS;Sul
7525;41179.0;SMAR-2-RS013;;-28.28333333;-52.42861111;RS;Sul
7526;41180.0;SMA-3--RS013;;-28.28333333;-52.42861111;RS;Sul
7527;41181.0;SROS-9-RS013;;-27.87583333;-54.45694444;RS;Sul
7528;41182.0;SROS-1-RS013;;-27.87583333;-54.45694444;RS;Sul
7529;41183.0;SROS-5-RS013;;-27.87583333;-54.45694444;RS;Sul
7530;41184.0;SVIC-1-RS013;;-29.69388889;-54.69583333;RS;Sul
7531;41185.0;SVIC-2-RS013;;-29.69388889;-54.69583333;RS;Sul
7532;41186.0;SVIC-6-RS013;;-29.69388889;-54.69583333;RS;Sul
7533;41187.0;SVP--1-RS013;;-33.47352;-53.302226;RS;Sul
7534;41188.0;SVP--3-RS013;;-33.47352;-53.302226;RS;Sul
7535;41189.0;SVP--4-RS013;;-33.47352;-53.302226;RS;Sul
7536;41190.0;TAP--1-RS013;;-28.67361111;-52.86805556;RS;Sul
7537;41191.0;TAP--2-RS013;;-28.67361111;-52.86805556;RS;Sul
7538;41192.0;TAP--3-RS013;;-28.67361111;-52.86805556;RS;Sul
7539;41193.0;TAQ--1-RS013;;-29.65555556;-50.79222222;RS;Sul
7540;41194.0;TAQ--2-RS013;;-29.65555556;-50.79222222;RS;Sul
7541;41199.0;UPRE-2-RS013;;-29.01694444;-53.18888889;RS;Sul
7542;41200.0;UPRE-1-RS013;;-29.01694444;-53.18888889;RS;Sul
7543;41201.0;URU-1--RS013;;-29.8075;-57.00333333;RS;Sul
7544;41202.0;URU-2--RS013;;-29.8075;-57.00333333;RS;Sul
7545;41203.0;URU--5-RS013;;-29.8075;-57.00333333;RS;Sul
7546;41204.0;VAIR-2-RS013;;-29.63361111;-52.15527778;RS;Sul
7547;41205.0;VIAM-1-RS013;;-30.035524;-51.06321;RS;Sul
7548;41208.0;VIPA-1-RS013;;-29.86916667;-51.38805556;RS;Sul
7549;41209.0;VIPA-2-RS013;;-29.86916667;-51.38805556;RS;Sul
7550;41210.0;VIPAL--RS013;;-29.86916667;-51.38805556;RS;Sul
7551;41411.0;NPET-2-RS013;;-29.351783;-51.003353;RS;Sul
7552;41414.0;CAIACA-SC230;;-27.675833;-48.495556;SC;Sul
7553;41415.0;IVAIPB-PR525;;-24.420571;-51.67485;PR;Sul
7554;41416.0;IVAIPC-PR525;;-24.420571;-51.67485;PR;Sul
7555;41421.0;JLAUXC-SC230;;-28.45651;-48.969722;SC;Sul
7556;41450.0;FIBR-F-RS230;;-29.89694444;-50.76638889;RS;Sul
7557;41500.0;CAMPI2-SP138;;-23.19972222;-45.88333333;SP;Sudeste-Centro-Oeste
7558;41501.0;CAMPI3-SP138;;-23.19972222;-45.88333333;SP;Sudeste-Centro-Oeste
7559;41502.0;CAMPI4-SP138;;-23.19972222;-45.88333333;SP;Sudeste-Centro-Oeste
7560;41503.0;CAMPI5-SP138;;-23.19972222;-45.88333333;SP;Sudeste-Centro-Oeste
7561;41509.0;CAMPI3-SP013;;-22.774201;-47.004621;SP;Sudeste-Centro-Oeste
7562;41510.0;CAMPI4-SP013;;-22.774201;-47.004621;SP;Sudeste-Centro-Oeste
7563;41511.0;CAMPI5-SP013;;-22.774201;-47.004621;SP;Sudeste-Centro-Oeste
7564;41513.0;TPRET5-SP020;;-23.710734;-46.273544;SP;Sudeste-Centro-Oeste
7565;41515.0;TPRET6-SP020;;-23.710734;-46.273544;SP;Sudeste-Centro-Oeste
7566;41517.0;TPRET7-SP020;;-23.710734;-46.273544;SP;Sudeste-Centro-Oeste
7567;41519.0;TPRET1-SP069;;-23.710734;-46.273544;SP;Sudeste-Centro-Oeste
7568;41521.0;TPRET2-SP069;;-23.710734;-46.273544;SP;Sudeste-Centro-Oeste
7569;41523.0;IBIUT1-SP013;;-23.665017;-47.101719;SP;Sudeste-Centro-Oeste
7570;41525.0;IBIUT2-SP013;;-23.665017;-47.101719;SP;Sudeste-Centro-Oeste
7571;41527.0;IBIUT3-SP013;;-23.665017;-47.101719;SP;Sudeste-Centro-Oeste
7572;41529.0;RPTAT1-SP013;;-21.20055556;-47.68611111;SP;Sudeste-Centro-Oeste
7573;41531.0;RPTAT2-SP013;;-21.20055556;-47.68611111;SP;Sudeste-Centro-Oeste
7574;41533.0;ASSIT5-SP013;;-22.67194444;-50.35111111;SP;Sudeste-Centro-Oeste
7575;41535.0;ASSIT1-SP013;;-22.67194444;-50.35111111;SP;Sudeste-Centro-Oeste
7576;41537.0;ASSIT2-SP013;;-22.67194444;-50.35111111;SP;Sudeste-Centro-Oeste
7577;41539.0;ASSIT7-SP013;;-22.67194444;-50.35111111;SP;Sudeste-Centro-Oeste
7578;41541.0;ASSIT3-SP013;;-22.67194444;-50.35111111;SP;Sudeste-Centro-Oeste
7579;41543.0;ASSIT4-SP013;;-22.67194444;-50.35111111;SP;Sudeste-Centro-Oeste
7580;41545.0;ITATT1-SP013;;-22.940075;-46.933706;SP;Sudeste-Centro-Oeste
7581;41547.0;ITATT2-SP013;;-22.940075;-46.933706;SP;Sudeste-Centro-Oeste
7582;41549.0;ITATT3-SP013;;-22.940075;-46.933706;SP;Sudeste-Centro-Oeste
7583;41551.0;SGRDT5-SP013;;-22.9057;-49.9989;SP;Sudeste-Centro-Oeste
7584;41553.0;SGRDT6-SP013;;-22.9057;-49.9989;SP;Sudeste-Centro-Oeste
7585;41555.0;PIRAT3-SP013;;-22.652361;-47.630414;SP;Sudeste-Centro-Oeste
7586;41557.0;PIRAT4-SP013;;-22.652361;-47.630414;SP;Sudeste-Centro-Oeste
7587;41559.0;MAGDT1-SP013;;-20.865;-48.1556;SP;Sudeste-Centro-Oeste
7588;41561.0;MAGDT2-SP013;;-20.865;-48.1556;SP;Sudeste-Centro-Oeste
7589;41563.0;ARA2T2-SP013;;-21.844678;-48.349092;SP;Sudeste-Centro-Oeste
7590;41565.0;ARA2T3-SP013;;-21.844678;-48.349092;SP;Sudeste-Centro-Oeste
7591;41567.0;ARA2T4-SP013;;-21.844678;-48.349092;SP;Sudeste-Centro-Oeste
7592;41569.0;ARRQT1-SP013;;-21.78416667;-48.26638889;SP;Sudeste-Centro-Oeste
7593;41571.0;ARRQT2-SP013;;-21.78416667;-48.26638889;SP;Sudeste-Centro-Oeste
7594;41573.0;ARRQT4-SP013;;-21.78416667;-48.26638889;SP;Sudeste-Centro-Oeste
7595;41581.0;MIRAT1-SP013;;-20.866667;-49.5;SP;Sudeste-Centro-Oeste
7596;41583.0;MIRAT2-SP013;;-20.866667;-49.5;SP;Sudeste-Centro-Oeste
7597;41585.0;CBONT4-SP013;;-23.99027778;-48.35138889;SP;Sudeste-Centro-Oeste
7598;41587.0;CBONT5-SP013;;-23.99027778;-48.35138889;SP;Sudeste-Centro-Oeste
7599;41589.0;CBONT7-SP013;;-23.99027778;-48.35138889;SP;Sudeste-Centro-Oeste
7600;41591.0;3IRMT9-SP013;;-20.65638889;-51.48277778;SP;Sudeste-Centro-Oeste
7601;41597.0;CHAVT6-SP013;;-23.13194444;-49.73472222;SP;Sudeste-Centro-Oeste
7602;41599.0;CHAVT8-SP013;;-23.13194444;-49.73472222;SP;Sudeste-Centro-Oeste
7603;41601.0;ARRST1-SP013;;-22.395121;-47.460957;SP;Sudeste-Centro-Oeste
7604;41603.0;ARRST2-SP013;;-22.395121;-47.460957;SP;Sudeste-Centro-Oeste
7605;41605.0;ARRST3-SP013;;-22.395121;-47.460957;SP;Sudeste-Centro-Oeste
7606;41607.0;GETUT2-SP013;;-21.855464;-49.838358;SP;Sudeste-Centro-Oeste
7607;41609.0;PRP2T1-SP013;;-22.43427;-50.592116;SP;Sudeste-Centro-Oeste
7608;41611.0;CRQ3T2-SP013;;-23.141278;-47.772417;SP;Sudeste-Centro-Oeste
7609;41615.0;SBRBT1-SP013;;-22.72472222;-47.42055556;SP;Sudeste-Centro-Oeste
7610;41617.0;SBRBT2-SP013;;-22.72472222;-47.42055556;SP;Sudeste-Centro-Oeste
7611;41619.0;SBRBT3-SP013;;-22.72472222;-47.42055556;SP;Sudeste-Centro-Oeste
7612;41621.0;SBRBT5-SP013;;-22.72472222;-47.42055556;SP;Sudeste-Centro-Oeste
7613;41623.0;ATB2T1-SP013;;-23.045036;-46.556433;SP;Sudeste-Centro-Oeste
7614;41625.0;EMBGT3-SP013;;-23.84694444;-46.80055556;SP;Sudeste-Centro-Oeste
7615;41627.0;EMBGT5-SP013;;-23.84694444;-46.80055556;SP;Sudeste-Centro-Oeste
7616;41629.0;SANGT3-SP013;;-23.5875;-46.25861111;SP;Sudeste-Centro-Oeste
7617;41631.0;SANGT4-SP013;;-23.5875;-46.25861111;SP;Sudeste-Centro-Oeste
7618;41635.0;TAUBT3-SP013;;-23.07027778;-45.58972222;SP;Sudeste-Centro-Oeste
7619;41637.0;TAUBT4-SP013;;-23.07027778;-45.58972222;SP;Sudeste-Centro-Oeste
7620;41639.0;TAUBT5-SP013;;-23.07027778;-45.58972222;SP;Sudeste-Centro-Oeste
7621;41641.0;SOLVT1-SP013;;-23.529722;-47.266388;SP;Sudeste-Centro-Oeste
7622;41643.0;SOLVT2-SP013;;-23.529722;-47.266388;SP;Sudeste-Centro-Oeste
7623;41661.0;MO-FT1-SP013;;-23.503735;-46.169846;SP;Sudeste-Centro-Oeste
7624;41663.0;MO-FT2-SP013;;-23.503735;-46.169846;SP;Sudeste-Centro-Oeste
7625;41665.0;CPAT57-SP013;;-22.632745;-45.035694;SP;Sudeste-Centro-Oeste
7626;41667.0;CPAT59-SP013;;-22.632745;-45.035694;SP;Sudeste-Centro-Oeste
7627;41669.0;AVEMT4-SP013;;-19.86722222;-50.35;SP;Sudeste-Centro-Oeste
7628;41671.0;AVEMT8-SP013;;-19.86722222;-50.35;SP;Sudeste-Centro-Oeste
7629;41675.0;AVEMT5-SP013;;-19.86722222;-50.35;SP;Sudeste-Centro-Oeste
7630;41677.0;JURMT3-SP013;;-23.22;-49.23833333;SP;Sudeste-Centro-Oeste
7631;41679.0;JURMT4-SP013;;-23.22;-49.23833333;SP;Sudeste-Centro-Oeste
7632;41681.0;RPRET1-SP013;;-21.20055556;-47.68611111;SP;Sudeste-Centro-Oeste
7633;41683.0;RPRET2-SP013;;-21.20055556;-47.68611111;SP;Sudeste-Centro-Oeste
7634;41689.0;BSNTT3-SP034;;-23.8595978;-46.4205862;SP;Sudeste-Centro-Oeste
7635;41691.0;BSNTT4-SP034;;-23.8595978;-46.4205862;SP;Sudeste-Centro-Oeste
7636;41699.0;TAQUT7-SP013;;-22.54416667;-52.01055556;SP;Sudeste-Centro-Oeste
7637;41703.0;MRONT1-MS013;;-20.794348;-51.638342;MS;Sudeste-Centro-Oeste
7638;41705.0;MRONT2-MS013;;-20.794348;-51.638342;MS;Sudeste-Centro-Oeste
7639;41707.0;MMI3T1-SP013;;-22.42277778;-47.06722222;SP;Sudeste-Centro-Oeste
7640;41709.0;MMI3T2-SP013;;-22.42277778;-47.06722222;SP;Sudeste-Centro-Oeste
7641;41711.0;MMI3T3-SP013;;-22.42277778;-47.06722222;SP;Sudeste-Centro-Oeste
7642;41713.0;SUMRT1-SP013;;-22.86777778;-47.28583333;SP;Sudeste-Centro-Oeste
7643;41719.0;BJRDT2-SP013;;-23.15416667;-46.99222222;SP;Sudeste-Centro-Oeste
7644;41721.0;BJRDT3-SP013;;-23.15416667;-46.99222222;SP;Sudeste-Centro-Oeste
7645;41723.0;BJRDT4-SP013;;-23.15416667;-46.99222222;SP;Sudeste-Centro-Oeste
7646;41725.0;BJRDT1-SP013;;-23.15416667;-46.99222222;SP;Sudeste-Centro-Oeste
7647;41727.0;CABRT1-SP013;;-23.2778172;-47.1165143;SP;Sudeste-Centro-Oeste
7648;41729.0;CABRT2-SP013;;-23.2778172;-47.1165143;SP;Sudeste-Centro-Oeste
7649;41731.0;CABRT7-SP013;;-23.2778172;-47.1165143;SP;Sudeste-Centro-Oeste
7650;41733.0;CABRT3-SP013;;-23.2778172;-47.1165143;SP;Sudeste-Centro-Oeste
7651;41735.0;CABRT4-SP013;;-23.2778172;-47.1165143;SP;Sudeste-Centro-Oeste
7652;41739.0;EMBUT2-SP013;;-23.84694444;-46.80055556;SP;Sudeste-Centro-Oeste
7653;41741.0;EMBUT9-SP013;;-23.84694444;-46.80055556;SP;Sudeste-Centro-Oeste
7654;41747.0;SANGT1-SP013;;-23.5875;-46.25861111;SP;Sudeste-Centro-Oeste
7655;41749.0;SANGT2-SP013;;-23.5875;-46.25861111;SP;Sudeste-Centro-Oeste
